710,+00.4466,+00.319,+02.763,-09.253,+00.003479,+00.001121,-00.001184,+36.4,+083.723*68
$VNRRG,03,0100018999*5D
$VNIMU,+00.0907,+00.2687,+00.4494,+00.343,+02.785,-09.238,-00.001837,+00.000084,+00.001089,+36.4,+083.723*69
$VNIMU,+00.0918,+00.2710,+00.4480,+00.352,+02.762,-09.265,+00.003462,-00.003737,-00.000029,+36.4,+083.710*63
$VNIMU,+00.0929,+00.2687,+00.4465,+00.306,+02.765,-09.256,-00.000807,-00.000328,-00.001598,+36.4,+083.723*6E
$VNIMU,+00.0929,+00.2699,+00.4479,+00.335,+02.761,-09.247,-00.000032,-00.000698,-00.000427,+36.4,+083.723*6C
$VNIMU,+00.0918,+00.2676,+00.4480,+00.354,+02.756,-09.284,-00.002093,-00.001167,+00.000118,+36.4,+083.723*65
$VNWRG,06,0*6C
$VNWRG,07,50*58
$VNWRG,06,19*54
$VNIMU,+00.0950,+00.2721,+00.4465,+00.325,+02.771,-09.277,-00.000431,-00.001464,-00.000707,+36.4,+083.723*68
$VNIMU,+00.0918,+00.2710,+00.4480,+00.322,+02.735,-09.266,+00.002028,-00.000759,+00.000373,+36.4,+083.736*6B
$VNIMU,+00.0918,+00.2687,+00.4452,+00.343,+02.763,-09.270,+00.001161,-00.000551,-00.000945,+36.4,+083.723*60
$VNIMU,+00.0940,+00.2676,+00.4492,+00.320,+02.786,-09.294,+00.001144,+00.000731,-00.000558,+36.4,+083.723*6E
$VNIMU,+00.0907,+00.2687,+00.4494,+00.303,+02.741,-09.300,+00.002166,-00.000986,-00.000079,+36.4,+083.710*62
$VNIMU,+00.0907,+00.2722,+00.4453,+00.349,+02.746,-09.272,+00.000096,+00.000166,-00.001052,+36.4,+083.736*6A
$VNIMU,+00.0929,+00.2665,+00.4506,+00.338,+02.755,-09.229,-00.000515,-00.000713,-00.001983,+36.4,+083.736*60
$VNIMU,+00.0918,+00.2699,+00.4493,+00.341,+02.769,-09.272,+00.002886,-00.002835,-00.000615,+36.4,+083.723*6C
$VNIMU,+00.0918,+00.2710,+00.4480,+00.327,+02.757,-09.309,+00.001276,-00.001874,+00.000243,+36.4,+083.723*6F
$VNIMU,+00.0918,+00.2699,+00.4507,+00.326,+02.752,-09.292,+00.002088,+00.000440,+00.000028,+36.4,+083.723*65
$VNIMU,+00.0939,+00.2722,+00.4479,+00.351,+02.772,-09.201,+00.002997,-00.001711,+00.001529,+36.4,+083.723*65
$VNIMU,+00.0929,+00.2699,+00.4479,+00.347,+02.743,-09.309,+00.002910,-00.002353,-00.001289,+36.4,+083.723*6C
$VNIMU,+00.0907,+00.2687,+00.4480,+00.318,+02.759,-09.256,-00.000097,+00.001334,-00.001051,+36.4,+083.723*62
$VNIMU,+00.0929,+00.2710,+00.4479,+00.337,+02.752,-09.287,+00.000583,+00.000974,-00.001060,+36.4,+083.736*62
$VNIMU,+00.0897,+00.2688,+00.4494,+00.331,+02.739,-09.241,+00.001738,-00.001006,-00.000160,+36.4,+083.723*68
$VNIMU,+00.0897,+00.2676,+00.4481,+00.336,+02.763,-09.273,+00.002694,-00.000224,-00.001436,+36.4,+083.723*64
$VNIMU,+00.0918,+00.2699,+00.4480,+00.356,+02.776,-09.262,-00.001121,+00.001697,-00.000639,+36.4,+083.723*6B
$VNIMU,+00.0907,+00.2699,+00.4494,+00.344,+02.779,-09.279,+00.001606,+00.000534,-00.001064,+36.4,+083.723*66
$VNIMU,+00.0950,+00.2664,+00.4478,+00.326,+02.778,-09.260,+00.002560,-00.000483,-00.002289,+36.4,+083.710*60
$VNIMU,+00.0929,+00.2687,+00.4452,+00.355,+02.770,-09.248,+00.001060,-00.000493,-00.000040,+36.4,+083.736*6B
$VNIMU,+00.0918,+00.2699,+00.4480,+00.362,+02.751,-09.273,+00.001139,-00.000490,-00.002115,+36.4,+083.736*6B
$VNIMU,+00.0950,+00.2687,+00.4464,+00.347,+02.742,-09.238,+00.000410,+00.000096,-00.000387,+36.4,+083.736*68
$VNIMU,+00.0918,+00.2699,+00.4493,+00.330,+02.749,-09.266,+00.001857,-00.002624,-00.000973,+36.4,+083.723*63
$VNIMU,+00.0929,+00.2710,+00.4452,+00.321,+02.758,-09.290,+00.001482,+00.000672,-00.001250,+36.4,+083.723*6D
$VNIMU,+00.0939,+00.2710,+00.4479,+00.353,+02.752,-09.240,+00.000856,+00.000218,-00.000382,+36.4,+083.723*64
$VNIMU,+00.0897,+00.2676,+00.4467,+00.350,+02.750,-09.270,+00.002826,-00.000850,-00.000679,+36.4,+083.723*69
$VNIMU,+00.0897,+00.2676,+00.4494,+00.341,+02.745,-09.289,+00.000374,+00.000003,-00.000748,+36.4,+083.723*62
$VNIMU,+00.0907,+00.2687,+00.4480,+00.345,+02.787,-09.294,+00.001357,-00.000063,-00.000079,+36.4,+083.723*62
$VNIMU,+00.0907,+00.2699,+00.4480,+00.363,+02.750,-09.259,+00.003113,-00.001122,-00.000539,+36.4,+083.723*66
$VNIMU,+00.0907,+00.2687,+00.4467,+00.350,+02.744,-09.266,+00.003805,-00.001806,-00.000403,+36.4,+083.723*60
$VNIMU,+00.0940,+00.2699,+00.4492,+00.353,+02.759,-09.265,+00.000309,-00.000855,-00.000369,+36.4,+083.723*62
$VNIMU,+00.0918,+00.2676,+00.4480,+00.334,+02.762,-09.309,-00.000350,-00.000366,-00.001170,+36.4,+083.723*65
$VNIMU,+00.0907,+00.2710,+00.4480,+00.357,+02.764,-09.255,+00.002103,-00.002128,+00.000638,+36.4,+083.710*67
$VNIMU,+00.0950,+00.2721,+00.4492,+00.350,+02.744,-09.251,+00.002229,-00.001923,-00.000359,+36.4,+083.710*6A
$VNIMU,+00.0907,+00.2687,+00.4467,+00.308,+02.742,-09.270,-00.000767,-00.000795,-00.000382,+36.4,+083.723*68
$VNIMU,+00.0918,+00.2687,+00.4480,+00.313,+02.757,-09.281,+00.001466,-00.000249,-00.000026,+36.4,+083.707*65
$VNIMU,+00.0929,+00.2687,+00.4465,+00.358,+02.762,-09.292,+00.001701,-00.001419,+00.001315,+36.4,+083.723*65
$VNIMU,+00.0929,+00.2687,+00.4493,+00.347,+02.759,-09.303,+00.000377,-00.001851,+00.000347,+36.4,+083.723*61
$VNIMU,+00.0918,+00.2722,+00.4480,+00.327,+02.766,-09.258,+00.002201,-00.002880,+00.000206,+36.4,+083.727*67
$VNIMU,+00.0950,+00.2699,+00.4492,+00.318,+02.769,-09.264,+00.001420,-00.001112,-00.000676,+36.4,+083.723*63
$VNIMU,+00.0940,+00.2676,+00.4492,+00.348,+02.753,-09.269,+00.000419,-00.000407,+00.000785,+36.4,+083.710*62
$VNIMU,+00.0929,+00.2687,+00.4465,+00.347,+02.751,-09.247,-00.000404,-00.000199,+00.000702,+36.4,+083.723*6D
$VNIMU,+00.0907,+00.2687,+00.4507,+00.293,+02.757,-09.281,+00.001590,-00.001626,-00.000783,+36.4,+083.710*66
$VNIMU,+00.0918,+00.2722,+00.4480,+00.338,+02.753,-09.252,-00.000553,+00.000115,+00.000219,+36.4,+083.723*6A
$VNIMU,+00.0907,+00.2676,+00.4480,+00.340,+02.762,-09.258,+00.000882,+00.000387,-00.001051,+36.4,+083.727*60
$VNIMU,+00.0896,+00.2699,+00.4495,+00.339,+02.741,-09.259,+00.003650,-00.000802,+00.000679,+36.4,+083.723*6F
$VNIMU,+00.0918,+00.2699,+00.4480,+00.341,+02.754,-09.283,-00.001322,+00.000014,-00.000958,+36.4,+083.723*67
$VNIMU,+00.0918,+00.2687,+00.4466,+00.342,+02.768,-09.264,+00.000405,+00.000030,-00.000523,+36.4,+083.736*62
$VNIMU,+00.0929,+00.2710,+00.4479,+00.341,+02.749,-09.276,+00.002429,-00.000735,+00.000371,+36.4,+083.736*6D
$VNIMU,+00.0950,+00.2710,+00.4478,+00.314,+02.781,-09.257,+00.001578,-00.000440,-00.001265,+36.4,+083.723*65
$VNIMU,+00.0907,+00.2710,+00.4467,+00.347,+02.755,-09.300,-00.000270,+00.000597,-00.001902,+36.4,+083.720*69
$VNIMU,+00.0929,+00.2687,+00.4493,+00.359,+02.770,-09.256,+00.001685,-00.001062,-00.000678,+36.4,+083.736*6E
$VNIMU,+00.0896,+00.2722,+00.4467,+00.352,+02.738,-09.281,+00.003043,-00.002499,-00.000472,+36.4,+083.723*62
$VNIMU,+00.0918,+00.2710,+00.4439,+00.335,+02.771,-09.302,+00.000607,-00.001157,-00.000765,+36.4,+083.723*6D
$VNIMU,+00.0907,+00.2699,+00.4508,+00.323,+02.761,-09.261,+00.000864,-00.001204,-00.001226,+36.4,+083.723*6F
$VNIMU,+00.0918,+00.2687,+00.4466,+00.338,+02.778,-09.253,+00.002024,-00.001344,+00.000427,+36.4,+083.720*6C
$VNIMU,+00.0907,+00.2699,+00.4480,+00.341,+02.765,-09.242,+00.001341,-00.000419,-00.000260,+36.4,+083.707*6C
$VNIMU,+00.0907,+00.2687,+00.4467,+00.330,+02.756,-09.250,+00.000038,-00.001479,+00.000333,+36.4,+083.723*63
$VNIMU,+00.0929,+00.2699,+00.4506,+00.343,+02.760,-09.308,+00.002127,-00.001708,-00.000756,+36.4,+083.720*61
$VNIMU,+00.0918,+00.2687,+00.4452,+00.328,+02.739,-09.281,+00.000773,-00.000696,-00.000487,+36.4,+083.723*63
$VNIMU,+00.0918,+00.2699,+00.4466,+00.342,+02.762,-09.274,+00.000408,-00.000058,-00.000102,+36.4,+083.723*60
$VNIMU,+00.0929,+00.2676,+00.4493,+00.315,+02.743,-09.270,+00.001360,-00.000261,-00.000622,+36.4,+083.723*69
$VNIMU,+00.0907,+00.2687,+00.4467,+00.337,+02.763,-09.259,-00.000132,-00.000356,-00.000892,+36.4,+083.710*6B
$VNIMU,+00.0918,+00.2710,+00.4466,+00.339,+02.761,-09.260,+00.001048,-00.001020,-00.001159,+36.4,+083.723*6A
$VNIMU,+00.0886,+00.2722,+00.4509,+00.347,+02.769,-09.259,+00.001195,-00.001557,+00.000080,+36.4,+083.723*68
$VNIMU,+00.0929,+00.2699,+00.4466,+00.361,+02.751,-09.281,+00.001763,-00.001793,-00.000659,+36.4,+083.723*6E
$VNIMU,+00.0907,+00.2687,+00.4467,+00.333,+02.778,-09.245,+00.000462,+00.000182,-00.001424,+36.4,+083.723*63
$VNIMU,+00.0907,+00.2699,+00.4494,+00.341,+02.764,-09.280,+00.001062,-00.001504,+00.000355,+36.4,+083.736*6B
$VNIMU,+00.0918,+00.2687,+00.4480,+00.322,+02.778,-09.297,+00.002560,-00.001192,+00.001161,+36.4,+083.710*6E
$VNIMU,+00.0940,+00.2676,+00.4492,+00.335,+02.747,-09.278,+00.002413,-00.000440,+00.000517,+36.4,+083.710*6F
$VNIMU,+00.0918,+00.2722,+00.4494,+00.343,+02.755,-09.254,-00.000312,+00.000224,+00.000374,+36.4,+083.723*6B
$VNIMU,+00.0929,+00.2687,+00.4465,+00.314,+02.744,-09.293,+00.001041,-00.001447,-00.001397,+36.4,+083.710*6C
$VNIMU,+00.0929,+00.2699,+00.4479,+00.323,+02.747,-09.260,+00.001834,-00.001231,-00.000173,+36.4,+083.710*61
$VNIMU,+00.0918,+00.2710,+00.4480,+00.319,+02.753,-09.262,-00.001803,-00.001222,-00.001389,+36.4,+083.723*6D
$VNIMU,+00.0907,+00.2699,+00.4494,+00.344,+02.763,-09.282,+00.002630,-00.001975,+00.000819,+36.4,+083.723*64
$VNIMU,+00.0918,+00.2699,+00.4493,+00.327,+02.738,-09.269,+00.002973,-00.000830,-00.000344,+36.4,+083.707*69
$VNIMU,+00.0929,+00.2699,+00.4466,+00.340,+02.767,-09.275,-00.000805,-00.000868,-00.000253,+36.4,+083.720*6C
$VNIMU,+00.0940,+00.2665,+00.4465,+00.353,+02.784,-09.266,+00.000664,-00.000081,-00.000132,+36.4,+083.723*69
$VNIMU,+00.0950,+00.2721,+00.4465,+00.312,+02.754,-09.249,+00.003357,-00.001175,-00.000572,+36.4,+083.723*61
$VNIMU,+00.0907,+00.2687,+00.4467,+00.345,+02.762,-09.257,+00.000361,-00.000273,+00.000445,+36.4,+083.723*65
$VNIMU,+00.0918,+00.2710,+00.4480,+00.366,+02.791,-09.284,+00.001715,+00.000433,-00.000479,+36.4,+083.723*65
$VNIMU,+00.0918,+00.2710,+00.4480,+00.342,+02.757,-09.254,+00.003737,-00.001045,-00.000665,+36.4,+083.736*6F
$VNIMU,+00.0907,+00.2699,+00.4480,+00.320,+02.744,-09.240,+00.000011,-00.000715,+00.000314,+36.4,+083.723*60
$VNIMU,+00.0896,+00.2722,+00.4467,+00.315,+02.771,-09.276,+00.000791,-00.001145,-00.000439,+36.4,+083.723*67
$VNIMU,+00.0918,+00.2676,+00.4507,+00.347,+02.756,-09.259,+00.001611,-00.000696,-00.001043,+36.4,+083.720*63
$VNIMU,+00.0896,+00.2699,+00.4481,+00.320,+02.760,-09.230,+00.001950,-00.000961,-00.000055,+36.4,+083.723*69
$VNIMU,+00.0907,+00.2710,+00.4453,+00.343,+02.759,-09.298,+00.000809,-00.000177,+00.000404,+36.4,+083.723*67
$VNIMU,+00.0918,+00.2710,+00.4480,+00.325,+02.772,-09.291,+00.001545,-00.000135,-00.001649,+36.4,+083.723*69
$VNIMU,+00.0918,+00.2710,+00.4466,+00.328,+02.768,-09.306,+00.001371,-00.000618,+00.000920,+36.4,+083.727*62
$VNIMU,+00.0907,+00.2699,+00.4480,+00.355,+02.754,-09.256,+00.001912,-00.001988,+00.000119,+36.4,+083.723*6B
$VNIMU,+00.0918,+00.2687,+00.4452,+00.327,+02.754,-09.265,+00.000105,+00.000079,-00.000027,+36.4,+083.723*65
$VNIMU,+00.0929,+00.2676,+00.4493,+00.320,+02.751,-09.288,+00.000734,-00.001726,-00.001242,+36.4,+083.723*6B
$VNIMU,+00.0907,+00.2687,+00.4467,+00.322,+02.772,-09.273,+00.001141,-00.001789,-00.000851,+36.4,+083.723*6C
$VNIMU,+00.0929,+00.2676,+00.4465,+00.333,+02.760,-09.277,+00.001363,-00.001182,+00.000266,+36.4,+083.723*6C
$VNIMU,+00.0907,+00.2687,+00.4494,+00.346,+02.756,-09.262,+00.000243,+00.000832,+00.000163,+36.4,+083.723*62
$VNIMU,+00.0897,+00.2665,+00.4522,+00.325,+02.773,-09.244,+00.001716,-00.002359,-00.000434,+36.4,+083.723*6B
$VNIMU,+00.0918,+00.2710,+00.4453,+00.348,+02.759,-09.235,+00.001324,-00.000956,-00.000670,+36.4,+083.723*6C
$VNIMU,+00.0918,+00.2687,+00.4480,+00.332,+02.772,-09.260,+00.000674,+00.000243,-00.000434,+36.4,+083.723*63
$VNIMU,+00.0896,+00.2699,+00.4454,+00.349,+02.763,-09.266,+00.002509,-00.000119,+00.000291,+36.4,+083.723*66
$VNIMU,+00.0929,+00.2687,+00.4493,+00.344,+02.783,-09.265,+00.001679,-00.000654,-00.000346,+36.4,+083.723*63
$VNIMU,+00.0929,+00.2722,+00.4493,+00.344,+02.734,-09.263,+00.001136,-00.001255,-00.000758,+36.4,+083.720*67
$VNIMU,+00.0886,+00.2688,+00.4481,+00.333,+02.744,-09.242,-00.001994,-00.000145,-00.001518,+36.4,+083.723*64
$VNIMU,+00.0929,+00.2722,+00.4507,+00.372,+02.773,-09.287,+00.001742,-00.002922,+00.000134,+36.4,+083.723*63
$VNIMU,+00.0929,+00.2687,+00.4452,+00.337,+02.747,-09.262,+00.001468,-00.001710,-00.001189,+36.4,+083.723*67
$VNIMU,+00.0929,+00.2733,+00.4520,+00.341,+02.760,-09.260,+00.000549,+00.000026,-00.000227,+36.4,+083.723*6B
$VNIMU,+00.0929,+00.2676,+00.4465,+00.343,+02.755,-09.256,+00.001106,-00.001989,+00.000139,+36.4,+083.723*65
$VNIMU,+00.0929,+00.2687,+00.4452,+00.354,+02.753,-09.234,+00.000741,-00.000475,-00.000480,+36.4,+083.710*61
$VNIMU,+00.0929,+00.2699,+00.4438,+00.324,+02.742,-09.265,+00.001352,-00.000786,-00.000559,+36.4,+083.723*6C
$VNIMU,+00.0929,+00.2687,+00.4479,+00.312,+02.744,-09.270,+00.001354,-00.001020,+00.000747,+36.4,+083.723*66
$VNIMU,+00.0929,+00.2687,+00.4465,+00.331,+02.764,-09.268,+00.000918,-00.001884,-00.000286,+36.4,+083.710*6A
$VNIMU,+00.0929,+00.2687,+00.4493,+00.347,+02.765,-09.279,+00.000787,-00.001143,-00.000985,+36.4,+083.723*61
$VNIMU,+00.0940,+00.2699,+00.4479,+00.348,+02.747,-09.262,-00.000299,+00.000713,+00.000066,+36.4,+083.723*6A
$VNIMU,+00.0907,+00.2699,+00.4467,+00.371,+02.755,-09.265,+00.001971,-00.002409,+00.000653,+36.4,+083.723*6E
$VNIMU,+00.0918,+00.2699,+00.4453,+00.339,+02.767,-09.280,+00.001859,+00.000329,-00.001154,+36.4,+083.723*6C
$VNIMU,+00.0897,+00.2676,+00.4467,+00.317,+02.751,-09.277,+00.001564,-00.000623,-00.000191,+36.4,+083.723*6F
$VNIMU,+00.0896,+00.2710,+00.4467,+00.348,+02.761,-09.247,+00.000840,-00.001776,-00.000165,+36.4,+083.723*64
$VNIMU,+00.0897,+00.2665,+00.4481,+00.334,+02.742,-09.280,+00.002661,-00.000992,-00.000066,+36.4,+083.723*67
$VNIMU,+00.0940,+00.2687,+00.4465,+00.355,+02.752,-09.284,+00.001665,-00.001456,+00.000237,+36.4,+083.723*6B
$VNIMU,+00.0929,+00.2722,+00.4479,+00.334,+02.768,-09.289,-00.000362,-00.000260,-00.000630,+36.4,+083.723*66
$VNIMU,+00.0918,+00.2676,+00.4493,+00.341,+02.771,-09.242,+00.002237,-00.001068,-00.000799,+36.4,+083.720*62
$VNIMU,+00.0940,+00.2687,+00.4478,+00.332,+02.759,-09.282,+00.002457,-00.003343,-00.000904,+36.4,+083.723*67
$VNIMU,+00.0897,+00.2688,+00.4494,+00.334,+02.766,-09.237,+00.000336,-00.000042,-00.000696,+36.4,+083.723*62
$VNIMU,+00.0918,+00.2699,+00.4466,+00.339,+02.769,-09.291,-00.001333,+00.000473,+00.000519,+36.4,+083.723*67
$VNIMU,+00.0918,+00.2699,+00.4480,+00.329,+02.766,-09.293,+00.002063,-00.000748,-00.000358,+36.4,+083.723*68
$VNIMU,+00.0918,+00.2699,+00.4480,+00.342,+02.768,-09.263,+00.000924,-00.001137,-00.000226,+36.4,+083.723*6B
$VNIMU,+00.0940,+00.2676,+00.4492,+00.337,+02.742,-09.285,+00.000617,+00.000030,-00.000479,+36.4,+083.723*64
$VNIMU,+00.0929,+00.2699,+00
